"start","stop","MGgene"
2130853,2132070,"wcaC"
2132067,2132555,"wcaB"
2132558,2133397,"wcaA"
2133490,2135652,"wzc"
2135655,2136098,"wzb"
2136104,2137243,"wza"
2137902,2139485,"yegH"
2139759,2141612,"asmA"
2141634,2142215,"dcd"
2142307,2142948,"udk"
2143266,2146583,"yegE"
2146692,2147540,"alkA"
2147674,2149026,"yegD"
2149039,2150985,"yegI"
2151185,2151646,"yegJ"
2151711,2152472,"yegK"
2152469,2153128,"yegL"
2153309,2153451,"sibA"
2153349,2153408,"ibsA"
2153644,2153779,"sibB"
2153681,2153737,"ibsB"
2154016,2155263,"mdtA"
2155263,2158385,"mdtB"
2158386,2161463,"mdtC"
2161464,2162879,"iceT"
2162876,2164279,"baeS"
2164276,2164998,"baeR"
2165189,2165521,"yegP"
2165668,2167029,"yegQ"
2167114,2167200,"cyaR"
2167302,2167520,"ogrK"
2167602,2167814,"yegZ"
2167989,2168306,"yegR"
2168712,2169611,"yegS"
2169693,2171727,"gatR"
2171833,2172873,"gatD"
2172921,2174278,"gatC"
2174282,2174566,"gatB"
2174597,2175049,"gatA"
2175059,2176321,"gatZ"
2176350,2177204,"gatY"
2177512,2178564,"fbaB"
2178821,2180098,"yegT"
2180095,2181099,"yegU"
2181096,2182061,"yegV"
2182035,2182781,"yegW"
2182833,2183651,"yegX"
2183716,2184516,"thiD"
2184513,2185301,"thiM"
2185524,2185796,"rcnR"
2185917,2186741,"rcnA"
2186960,2187298,"rcnB"
2187380,2188414,"yehA"
2188430,2190910,"yehB"
2190926,2191645,"yehC"
2191680,2192222,"yehD"
2192515,2192796,"yehE"
2193059,2194168,"mrp"
2194300,2196333,"metG"
2196474,2200269,"yehH"
2200279,2203911,"yehI"
2203972,2204289,"yehK"
2204596,2205684,"yehL"
2205695,2207974,"yehM"
2207967,2209103,"yehP"
2209100,2211100,"yehQ"
2211225,2211686,"yehR"
2211726,2212196,"yehS"
2212243,2212962,"yehT"
2212959,2214644,"yehU"
2214866,2215597,"mlrA"
2215657,2215764,"yohO"
2215745,2216476,"yehW"
2216481,2217407,"yehX"
2217400,2218557,"yehY"
2218564,2219481,"osmF"
2219692,2221989,"bglX"
2222185,2223900,"dld"
2223938,2224870,"pbpG"
2225044,2225631,"yohC"
2225801,2226379,"yohD"
2226509,2227270,"yohF"
2227323,2228758,"mdtQ"
2228982,2229065,"yohP"
2229438,2230385,"dusC"
2230624,2231022,"yohJ"
2231019,2231714,"yohK"
2231844,2232728,"cdd"
2232878,2233597,"sanA"
2233600,2233839,"yeiS"
2234033,2235271,"preT"
2235265,2236500,"preA"
2236743,2237753,"mglC"
2237769,2239289,"mglA"
2239350,2240348,"mglB"
2240628,2241668,"galS"
2241810,2242967,"yeiB"
2242984,2243652,"folE"
2243910,2244746,"yeiG"
2244778,2246769,"cirA"
2247063,2248532,"lysP"
2248737,2249618,"yeiE"
2249717,2250766,"yeiH"
2250840,2251697,"nfo"
2251700,2252788,"yeiI"
2252895,2254145,"nupX"
2254245,2255186,"rihB"
2255355,2256014,"yeiL"
2256085,2257335,"psuT"
2257429,2258367,"psuG"
2258355,2259296,"psuK"
2259719,2261410,"fruA"
2261427,2262365,"fruK"
2262365,2263495,"fruB"
2263863,2265044,"setB"
2265041,2265295,"yeiW"
2265450,2266022,"yeiP"
2266245,2267711,"yeiQ"
2267829,2268815,"yeiR"
2268854,2269567,"lpxT"
2269979,2270545,"mepS"
2270726,2272282,"rtn"
2272364,2274178,"yejA"
2274179,2275273,"yejB"
2275273,2276298,"yejE"
2276300,2277889,"yejF"
2277893,2278237,"yejG"
2278570,2279760,"bcr"
2279788,2280483,"rsuA"
2280632,2282392,"yejH"
2282517,2282801,"rplY"
2282940,2283947,"yejK"
2284129,2284356,"yejL"
2284376,2286136,"yejM"
2286211,2286287,"proL"
2286390,2290180,"yejO"
2290500,2291147,"narP"
2291358,2292410,"ccmH"
2292407,2292964,"dsbE"
2292961,2294904,"ccmF"
2294901,2295380,"ccmE"
2295377,2295586,"ccmD"
2295583,2296320,"ccmC"
2296362,2297024,"ccmB"
2297021,2297644,"ccmA"
2297657,2298259,"napC"
2298269,2298718,"napB"
2298715,2299578,"napH"
2299565,2300260,"napG"
2300267,2302753,"napA"
2302750,2303013,"napD"
2303003,2303497,"napF"
2303905,2304393,"eco"
2305108,2306754,"mqo"
2306972,2308615,"yojI"
2308691,2309341,"alkB"
2309341,2310405,"ada"
2310479,2311534,"apbE"
2311646,2312749,"ompC"
2313084,2313176,"micF"
2313488,2316160,"rcsD"
2316177,2316827,"rcsB"
2317027,2319876,"rcsC"
2320043,2321869,"atoS"
2321866,2323251,"atoC"
2323447,2324109,"atoD"
2324109,2324759,"atoA"
2324756,2326078,"atoE"
2326109,2327293,"atoB"
2327367,2328143,"yfaP"
2328148,2329797,"yfaQ"
2329798,2334402,"yfaS"
2334336,2334959,"yfaT"
2334956,2336644,"yfaA"
2336793,2339420,"gyrA"
2339567,2340289,"ubiG"
2340417,2344169,"yfaL"
2344865,2347150,"nrdA"
2347384,2348514,"nrdB"
2348514,2348768,"yfaE"
2348822,2349472,"inaA"
2349651,2349893,"yfaH"
2349935,2351011,"glpQ"
2351016,2352374,"glpT"
2352647,2354275,"glpA"
2354265,2355524,"glpB"
2355521,2356711,"glpC"
2356904,2357803,"yfaD"
2357804,2358001,"ypaA"
2358042,2358845,"rhmA"
2358863,2360152,"rhmT"
2360209,2361414,"rhmD"
2361429,2362211,"rhmR"
2362431,2363633,"yfaY"
2363733,2364275,"yfaZ"
2364554,2364979,"nudI"
2365018,2365620,"ais"
2365928,2367067,"arnB"
2367071,2368039,"arnC"
2368039,2370021,"arnA"
2370018,2370908,"arnD"
2370908,2372560,"arnT"
2372557,2372892,"arnE"
2372892,2373278,"arnF"
2373272,2373538,"pmrD"
2373648,2375003,"menE"
2375000,2375962,"menC"
2375962,2376819,"menB"
2376834,2377592,"menH"
2377589,2379259,"menD"
2379348,2380643,"menF"
2380722,2381027,"elaB"
2381082,2381543,"elaA"
2381608,2382525,"rbn"
2382713,2383924,"elaD"
2383995,2385722,"yfbK"
2385860,2386831,"yfbL"
2386934,2387437,"yfbM"
2387710,2388426,"yfbN"
2388635,2389057,"yfbO"
2389116,2389964,"yfbP"
2390048,2391505,"nuoN"
2391512,2393041,"nuoM"
2393205,2395046,"nuoL"
2395043,2395345,"nuoK"
2395342,2395896,"nuoJ"
2395908,2396450,"nuoI"
2396465,2397442,"nuoH"
2397439,2400165,"nuoG"
2400218,2401555,"nuoF"
2401552,2402052,"nuoE"
2402055,2403845,"nuoC"
2403951,2404613,"nuoB"
2404629,2405072,"nuoA"
2405703,2406641,"lrhA"
2407561,2408778,"alaA"
2408862,2409461,"yfbR"
2409520,2411352,"yfbS"
2411439,2412089,"yfbT"
2412100,2412594,"yfbU"
2412677,2413132,"yfbV"
2413470,2414672,"ackA"
2414747,2416891,"pta"
2417081,2418601,"yfcC"
2418634,2419176,"yfcD"
2419234,2419788,"yfcE"
2419841,2420485,"yfcF"
2420621,2421268,"yfcG"
2421325,2421687,"folX"
2421708,2422601,"yfcH"
2422649,2423539,"yfcI"
2423736,2424509,"hisP"
2424517,2425233,"hisM"
2425230,2425916,"hisQ"
2426006,2426788,"hisJ"
2427009,2427791,"argT"
2428057,2428626,"ubiX"
2428721,2430238,"purF"
2430275,2430763,"cvpA"
2431022,2431684,"dedD"
2431674,2432942,"folC"
2433012,2433926,"accD"
2434082,2434741,"dedA"
2434824,2435636,"truA"
2435636,2436649,"usg"
2436715,2437851,"pdxB"
2437950,2438945,"flk"
2438942,2440120,"yfcJ"
2440385,2441605,"fabB"
2441764,2443770,"mnmC"
2443891,2444169,"yfcL"
2444203,2444751,"epmC"
2444751,2445560,"yfcA"
2445560,2446384,"mepA"
2446388,2447473,"aroC"
2447508,2448440,"prmB"
2448606,2449157,"smrB"
2449228,2450049,"yfcO"
2450051,2450590,"yfcP"
2450587,2451075,"yfcQ"
2451072,2451584,"yfcR"
2451584,2452336,"yfcS"
2452356,2455001,"yfcU"
2455083,2455646,"yfcV"
2456327,2456812,"sixA"
2457015,2459159,"fadJ"
2459159,2460469,"fadI"
2460650,2460934,"yfcZ"
2461306,2462646,"fadL"
2463012,2464070,"yfdF"
2464252,2465007,"mlaA"
2465301,2466233,"yfdC"
2466309,2466383,"argW"
2466545,2467702,"intS"
2467855,2468217,"gtrA"
2468214,2469134,"gtrB"
2469131,2470462,"gtrS"
2470815,2471105,"tfaS"
2471077,2471517,"yfdK"
2471544,2472122,"yfdL"
2472118,2472387,"yfdM"
2472387,2472881,"yfdN"
2472878,2473585,"oweS"
2473604,2473966,"yfdP"
2474032,2474856,"yfdQ"
2474984,2475520,"yfdR"
2475511,2475873,"yfdS"
2475873,2476178,"yfdT"
2476181,2476231,"ypdJ"
2476310,2476510,"torI"
2476584,2476598,"pawZ"
2476694,2477629,"dsdC"
2477847,2479184,"dsdX"
2479202,2480530,"dsdA"
2480638,2482176,"emrY"
2482176,2483339,"emrK"
2483755,2484369,"evgA"
2484374,2487967,"evgS"
2488023,2489168,"yfdE"
2489242,2490186,"yfdV"
2490256,2491950,"oxc"
2492004,2493254,"frc"
2493767,2494402,"yfdX"
2494698,2494973,"ypdI"
2495050,2495292,"yfdY"
2495645,2496565,"lpxP"
2496921,2496992,"ypdK"
2497057,2498295,"alaC"
2498671,2500368,"ypdA"
2500383,2501117,"ypdB"
2501130,2501987,"ypdC"
2501990,2504485,"fryA"
2504510,2505547,"ypdE"
2505547,2506632,"ypdF"
2506647,2507894,"fryC"
2507916,2508242,"fryB"
2508461,2509426,"glk"
2509630,2510886,"yfeO"
2511001,2511327,"ypeC"
2511468,2512706,"mntH"
2513042,2514244,"nupC"
2515643,2517832,"yfeA"
2518041,2518116,"alaX"
2518156,2518231,"alaW"
2518467,2518811,"yfeC"
2518813,2519205,"yfeD"
2519257,2520672,"gltX"
2520931,2521006,"valU"
2521051,2521126,"valX"
2521173,2521248,"valY"
2521253,2521328,"lysV"
2521593,2522477,"xapR"
2522729,2523985,"xapB"
2524045,2524878,"xapA"
2525127,2525891,"yfeN"
2525930,2526856,"yfeR"
2526946,2527944,"yfeH"
2527941,2528159,"ypeB"
2528161,2530176,"ligA"
2530247,2531233,"zipA"
2531463,2532224,"cysZ"
2532409,2533380,"cysK"
2533764,2534021,"ptsH"
2534066,2535793,"ptsI"
2535834,2536343,"crr"
2536386,2537237,"pdxK"
2537342,2537716,"yfeK"
2537749,2538483,"yfeS"
2538672,2539583,"cysM"
2539717,2540814,"cysA"
2540804,2541679,"cysW"
2541679,2542512,"cysU"
2542512,2543528,"cysP"
2543832,2544623,"ucpA"
2544752,2545609,"murR"
2545773,2546669,"murQ"
2546673,2548097,"murP"
2548102,2549406,"yfeW"
2549646,2550545,"yfeX"
2550641,2551216,"yfeY"
2551277,2551726,"yfeZ"
2551713,2552138,"ypeA"
2552352,2553221,"amiA"
2553225,2554124,"hemF"
2554130,2555182,"eutR"
2555228,2555728,"eutK"
2555741,2556400,"eutL"
2556410,2557297,"eutC"
2557318,2558679,"eutB"
2558858,2560066,"intZ"
2560257,2560898,"yffL"
2561368,2561613,"yffM"
2561625,2561993,"yffN"
2562111,2562527,"yffO"
2562524,2563117,"yffP"
2563592,2563969,"yffQ"
2563980,2564372,"yffR"
2564523,2565332,"yffS"
2565481,2566884,"eutA"
2566881,2568107,"eutH"
2568324,2569511,"eutG"
2569501,2570337,"eutJ"
2570348,2571751,"eutE"
2571763,2572050,"eutN"
2572157,2572450,"eutM"
2572489,2573505,"eutD"
2573502,2574305,"eutT"
2574302,2575003,"eutQ"
2574978,2575457,"eutP"
2575470,2575805,"eutS"
2576098,2578377,"maeB"
2578666,2579616,"talA"
2579636,2581639,"tktB"
2581734,2582777,"ypfG"
2582903,2583478,"nudK"
2583546,2585525,"aegA"
2585731,2587431,"narQ"
2587595,2590708,"acrD"
2590807,2590866,"ypfM"
2591247,2591603,"yffB"
2591607,2592734,"dapE"
2592762,2592962,"ypfN"
2593072,2593770,"ypfH"
2593844,2595859,"tmcA"
2595874,2596737,"ypfJ"
2596905,2597618,"purC"
2597831,2598865,"bamC"
2598882,2599760,"dapA"
2599906,2600478,"gcvR"
2600478,2600948,"bcp"
2601201,2601818,"hyfA"
2601818,2603836,"hyfB"
2603847,2604794,"hyfC"
2604811,2606250,"hyfD"
2606262,2606912,"hyfE"
2606917,2608497,"hyfF"
2608487,2610154,"hyfG"
2610164,2610709,"hyfH"
2610706,2611464,"hyfI"
2611457,2611870,"hyfJ"
2611900,2613912,"hyfR"
2613934,2614782,"focB"
2614820,2615881,"yfgO"
2616094,2617557,"bepA"
2617578,2617937,"yfgD"
2618075,2618776,"hda"
2618871,2620160,"uraA"
2620246,2620872,"upp"
2621197,2622234,"purM"
2622234,2622872,"purN"
2623044,2625110,"ppk"
2625115,2626656,"ppx"
2626695,2628938,"yfgF"
2629290,2629481,"yfgG"
2629792,2630310,"yfgH"
2630326,2630865,"yfgI"
2630958,2632535,"guaA"
2632604,2634070,"guaB"
2634232,2635602,"xseA"
2635599,2635814,"yfgJ"
2635884,2637356,"der"
2637474,2638652,"bamB"
2638663,2639283,"yfgM"
2639301,2640575,"hisS"
2640686,2641804,"ispG"
2641831,2642844,"rodZ"
2643129,2644283,"rlmN"
2644433,2644864,"ndk"
2645013,2647325,"pbpC"
2647326,2652287,"yfhM"
2652494,2653339,"sseA"
2653855,2654158,"ryfA"
2654157,2654933,"sseB"
2655075,2656358,"pepB"
2656536,2656736,"iscX"
2656748,2657083,"fdx"
2657085,2658935,"hscA"
2658952,2659467,"hscB"
2659563,2659886,"iscA"
2659903,2660289,"iscU"
2660317,2661531,"iscS"
2661643,2662131,"iscR"
2662583,2663323,"trmJ"
2663442,2664245,"suhB"
2664390,2665244,"yfhR"
2665435,2666715,"csiE"
2666707,2667846,"hcaT"
2668006,2668071,"iroK"
2668006,2668896,"hcaR"
2669032,2670393,"hcaE"
2670390,2670908,"hcaF"
2670908,2671228,"hcaC"
2671225,2672037,"hcaB"
2672047,2673249,"hcaD"
2673346,2673768,"yphA"
2673816,2674688,"yphB"
2674700,2675761,"yphC"
2675827,2676825,"yphD"
2676850,2678361,"yphE"
2678384,2679367,"yphF"
2679464,2682745,"yphG"
2682863,2684056,"yphH"
2684254,2685507,"glyA"
2685835,2687025,"hmp"
2687070,2687408,"glnB"
2687469,2688803,"glrR"
2688793,2689506,"yfhG"
2689671,2691098,"glrK"
2691157,2691340,"glmY"
2691656,2695543,"purL"
2695801,2697357,"mltF"
2697354,2697857,"tadA"
2697915,2698550,"pgpC"
2698759,2699607,"yfhH"
2699663,2699923,"yfhL"
2700117,2700197,"shoB"
2700520,2700596,"ohsC"
2700618,2700998,"acpS"
2700998,2701729,"pdxJ"
2701741,2702469,"recO"
2702481,2703386,"era"
2703383,2704063,"rnc"
2704335,2705309,"lepB"
2705325,2707124,"lepA"
2707322,2707801,"rseC"
2707798,2708754,"rseB"
2708754,2709404,"rseA"
2709437,2710012,"rpoE"
2710420,2712042,"nadB"
2712027,2712764,"trmN"
2712896,2714230,"srmB"
2714439,2715320,"yfiE"
2715423,2716010,"eamB"
2716066,2716449,"grcA"
2716754,2717443,"ung"
2717491,2718528,"yfiF"
2718735,2719154,"trxC"
2719223,2719921,"yfiP"
2719953,2722613,"pka"
2722727,2724082,"pssA"
2724128,2724451,"yfiM"
2724448,2725746,"kgtP"
2726069,2726188,"rrfG"
2726281,2729184,"rrlG"
2729369,2729444,"gltW"
2729616,2731157,"rrsG"
2731600,2734173,"clpB"
2734153,2734295,"ryfD"
2734303,2735034,"yfiH"
2735031,2736011,"rluD"
2736146,2736883,"bamD"
2737154,2737495,"raiA"
2737599,2737646,"pheL"
2737745,2738905,"pheA"
2738948,2740069,"tyrA"
2740080,2741150,"aroF"
2741360,2741725,"yfiL"
2741875,2742393,"yfiR"
2742383,2743609,"yfiN"
2743625,2744107,"yfiB"
2744183,2744530,"rplS"
2744572,2745339,"trmD"
2745370,2745918,"rimM"
2745937,2746185,"rpsP"
2746434,2747795,"ffh"
2747962,2748753,"ypjD"
2748774,2750060,"yfjD"
2750115,2750708,"grpE"
2750831,2751709,"nadK"
2751795,2753456,"recN"
2753605,2753946,"bamE"
2754008,2754298,"ratB"
2754288,2754764,"ratA"
2754896,2755378,"smpB"
2755593,2755955,"ssrA"
2756159,2757400,"intA"
2757644,2758600,"yfjH"
2758644,2758856,"alpA"
2758985,2760394,"yfjI"
2760547,2761173,"yfjJ"
2761351,2763540,"yfjK"
2763537,2765153,"yfjL"
2765513,2765776,"yfjM"
2765918,2766991,"rnlA"
2766984,2767355,"rnlB"
2767710,2768573,"yfjP"
2768665,2769486,"yfjQ"
2769703,2770404,"yfjR"
2770445,2770681,"ypjK"
2770681,2771124,"yfjS"
2771148,2771615,"yfjT"
2772002,2772154,"yfjU"
2772167,2773182,"yfjV"
2773318,2775021,"yfjW"
2775545,2775816,"ypjI"
2775919,2776377,"yfjX"
2776386,2776868,"yfjY"
2776877,2777077,"ypjJ"
2777115,2777432,"yfjZ"
2777453,2777782,"ypjF"
2777972,2777985,"psaA"
2778146,2782726,"ypjA"
2783065,2783304,"pinH"
2783638,2785011,"ypjC"
2785762,2785837,"ileY"
2786397,2788649,"ygaQ"
2788985,2789962,"csiD"
2789982,2791250,"lhgO"
2791273,2792721,"gabD"
2792735,2794015,"gabT"
2794253,2795653,"gabP"
2795674,2796336,"csiR"
2796337,2796786,"ygaU"
2796870,2797028,"yqaE"
2797211,2797510,"ygaV"
2797520,2798044,"ygaP"
2798091,2798495,"stpA"
2799164,2799613,"alaE"
2799650,2799994,"ygaC"
2800146,2800475,"ygaM"
2800723,2800968,"nrdH"
2800965,2801375,"nrdI"
2801348,2803492,"nrdE"
2803502,2804461,"nrdF"
2804815,2806017,"proV"
2806010,2807074,"proW"
2807132,2808124,"proX"
2808316,2809493,"ygaY"
2809617,2810354,"ygaZ"
2810344,2810679,"ygaH"
2810770,2811300,"mprA"
2811427,2812599,"emrA"
2812616,2814154,"emrB"
2814218,2814733,"luxS"
2814802,2814879,"micA"
2814883,2816439,"gshA"
2816512,2816940,"yqaA"
2816937,2817503,"yqaB"
2817784,2817860,"argQ"
2818059,2818135,"argZ"
2818198,2818274,"argY"
2818473,2818549,"argV"
2818553,2818645,"serV"
2818961,2819146,"csrA"
2819381,2822011,"alaS"
2822139,2822639,"recX"
2822708,2823769,"recA"
2823849,2824346,"pncC"
2824491,2825576,"mltB"
2825832,2826395,"srlA"
2826392,2827351,"srlE"
2827362,2827733,"srlB"
2827737,2828516,"srlD"
2828621,2828980,"srlM"
2829047,2829820,"srlR"
2829813,2830778,"srlQ"
2830775,2832289,"norR"
2832476,2833915,"norV"
2833912,2835045,"norW"
2835173,2837425,"hypF"
2837578,2838105,"hydN"
2838254,2839264,"ascG"
2839524,2840981,"ascF"
2840990,2842414,"ascB"
2842573,2843043,"hycI"
2843036,2843446,"hycH"
2843443,2844210,"hycG"
2844210,2844752,"hycF"
2844762,2846471,"hycE"
2846489,2847412,"hycD"
2847415,2849241,"hycC"
2849238,2849849,"hycB"
2849974,2850435,"hycA"
2850647,2850997,"hypA"
2851001,2851873,"hypB"
2851864,2852136,"hypC"
2852136,2853257,"hypD"
2853254,2854264,"hypE"
2854338,2856416,"fhlA"
2856453,2856806,"ygbA"
2857093,2859654,"mutS"
2859760,2860416,"pphB"
2860467,2861234,"ygbI"
2861430,2862338,"ygbJ"
2862335,2863501,"ygbK"
2863593,2864231,"ygbL"
2864236,2865012,"ygbM"
2865101,2866465,"ygbN"
2866559,2867551,"rpoS"
2867614,2868753,"nlpD"
2868893,2869519,"pcm"
2869513,2870274,"umpG"
2870255,2871304,"truD"
2871301,2871780,"ispF"
2871780,2872490,"ispD"
2872509,2872820,"ftsB"
2873014,2873337,"ygbE"
2873387,2873992,"cysC"
2873992,2875419,"cysN"
2875421,2876329,"cysD"
2876581,2877618,"iap"
2878569,2878853,"ygbF"
2878855,2879772,"ygbT"
2879788,2880387,"casE"
2880374,2881048,"casD"
2881051,2882142,"casC"
2882155,2882637,"casB"
2882630,2884138,"casA"
2884553,2887219,"ygcB"
2887354,2887409,"sokX"
2887578,2888312,"cysH"
2888387,2890099,"cysI"
2890099,2891898,"cysJ"
2892214,2892579,"queD"
2892657,2893928,"ygcN"
2893919,2894179,"ygcO"
2894196,2894771,"ygcP"
2894919,2895779,"ygcQ"
2895776,2896555,"ygcR"
2896533,2897870,"ygcS"
2897964,2899418,"ygcU"
2899488,2900273,"ygcW"
2900592,2901869,"yqcE"
2901896,2903374,"ygcE"
2904747,2905418,"queE"
2905557,2905697,"yqcG"
2905711,2906583,"ygcG"
2906643,2907941,"eno"
2908029,2909666,"pyrG"
2909894,2910685,"mazG"
2910756,2911091,"mazF"
2911091,2911339,"mazE"
2911417,2913651,"relA"
2913699,2915000,"rlmD"
2915057,2917813,"barA"
2918045,2919385,"gudD"
2919406,2920746,"gudX"
2920748,2922100,"gudP"
2922535,2922984,"yqcA"
2923002,2923784,"truC"
2923784,2924113,"yqcC"
2924156,2924524,"csrB"
2924735,2925280,"syd"
2925348,2926196,"queF"
2926308,2927672,"ygdH"
2928229,2929518,"sdaC"
2929576,2930943,"sdaB"
2931055,2931810,"ygdG"
2931865,2933013,"fucO"
2933041,2933688,"fucA"
2934235,2935551,"fucP"
2935584,2937359,"fucI"
2937468,2938886,"fucK"
2938888,2939310,"fucU"
2939368,2940099,"fucR"
2940143,2941243,"rlmM"
2941236,2941631,"ygdD"
2941650,2942567,"gcvA"
2942696,2942901,"gcvB"
2942918,2943145,"ygdI"
2943337,2944542,"csdA"
2944542,2944985,"csdE"
2945036,2945842,"tcdA"
2946081,2947178,"mltA"
2947387,2947463,"metZ"
2947497,2947573,"metW"
2947607,2947683,"metV"
2947757,2949010,"amiC"
2949242,2950573,"argA"
2950635,2952461,"recD"
2952461,2956003,"recB"
2955996,2958884,"ptrA"
2959060,2962428,"recC"
2962441,2962764,"ppdC"
2962749,2963156,"ygdB"
2963153,2963716,"ppdB"
2963707,2964177,"ppdA"
2964361,2965155,"thyA"
2965162,2966037,"lgt"
2966188,2968434,"ptsP"
2968447,2968977,"rppH"
2969662,2970351,"mutH"
2970420,2971133,"ygdQ"
2971271,2971489,"ygdR"
2971597,2972637,"tas"
2972669,2973862,"lplT"
2973855,2976014,"aas"
2976102,2976189,"omrA"
2976304,2976385,"omrB"
2976599,2977630,"galR"
2977637,2978899,"lysA"
2979021,2979956,"lysR"
2979943,2980635,"ygeA"
2980764,2982182,"araE"
2982497,2983258,"kduD"
2983288,2984124,"kduI"
2984411,2985592,"yqeF"
2985847,2987076,"yqeG"
2987536,2988168,"yqeH"
2988502,2989311,"yqeI"
2989304,2989786,"yqeJ"
2989819,2989899,"yqeL"
2989935,2990360,"yqeK"
2990554,2991043,"ygeF"
2991268,2991759,"ygeG"
2992094,2993470,"ygeH"
2993638,2993856,"ygeI"
2993939,2994441,"pbl"
2994460,2995092,"ygeK"
2995314,2996020,"ygeN"
2995962,2996360,"ygeO"
2997692,2998828,"ygeQ"
2998984,2999057,"glyU"
2999136,2999891,"ygeR"
3000345,3002603,"xdhA"
3002614,3003492,"xdhB"
3003489,3003968,"xdhC"
3004008,3005786,"ygeV"
3006262,3007452,"ygeW"
3007510,3008706,"ygeX"
3008764,3009975,"ygeY"
3010028,3011413,"hyuA"
3011461,3012393,"yqeA"
3012614,3014239,"yqeB"
3014287,3015057,"yqeC"
3015160,3015738,"mocA"
3016060,3019158,"ygfK"
3019161,3020489,"ssnA"
3020540,3021319,"ygfM"
3021316,3024186,"xdhD"
3024351,3025751,"xanQ"
3025766,3027085,"guaD"
3027121,3028488,"ghxQ"
3028524,3029012,"ygfS"
3029012,3030931,"ygfT"
3031367,3032815,"uacT"
3032817,3032942,"yqfG"
3033065,3033613,"idi"
3033657,3035174,"lysS"
3035184,3036282,"prfB"
3036373,3038106,"recJ"
3038112,3038822,"dsbC"
3038847,3039743,"xerD"
3039855,3040376,"fldB"
3040416,3040823,"cptA"
3040804,3041070,"sdhE"
3041313,3042293,"ygfZ"
3042489,3043148,"yqfA"
3043312,3043623,"yqfB"
3043662,3045101,"bglA"
3045158,3045901,"ygfF"
3046168,3049041,"gcvP"
3049160,3049549,"gcvH"
3049573,3050667,"gcvT"
3051115,3052317,"ubiI"
3052340,3053518,"ubiH"
3053515,3054840,"pepP"
3054866,3055444,"ygfB"
3055612,3055941,"zapA"
3055983,3056165,"ssrS"
3056241,3056789,"fau"
3056849,3056988,"sibC"
3056890,3056949,"ibsC"
3057178,3058410,"serA"
3058666,3059325,"rpiA"
3059381,3059701,"yqfE"
3059753,3060646,"argP"
3060850,3062994,"scpA"
3062987,3063982,"argK"
3063993,3064778,"scpB"
3064802,3066280,"scpC"
3066277,3067173,"ygfI"
3067340,3068080,"yggE"
3068173,3068808,"argO"
3068947,3069807,"mscS"
3070165,3071244,"fbaA"
3071459,3072622,"pgk"
3072672,3073691,"epd"
3073976,3074689,"yggC"
3074686,3075195,"yggD"
3075217,3076182,"yggF"
3076179,3077456,"yggP"
3077471,3078859,"cmtA"
3078887,3079330,"cmtB"
3079644,3081635,"tktA"
3081913,3082671,"loiP"
3082877,3083797,"speB"
3083935,3085911,"speA"
3085920,3086051,"yqgB"
3086187,3086402,"yqgC"
3086706,3087860,"metK"
3088284,3089678,"galP"
3089755,3090252,"yggI"
3090347,3091054,"endA"
3091134,3091865,"rsmE"
3091878,3092828,"gshB"
3092937,3093500,"yqgE"
3093500,3093916,"yqgF"
3094100,3095080,"yggR"
3095098,3095802,"yggS"
3095820,3096386,"yggT"
3096383,3096673,"yggU"
3096681,3097274,"rdgB"
3097267,3098403,"yggW"
3098558,3099565,"yggM"
3099682,3100728,"ansB"
3100904,3101623,"yggN"
3101807,3102133,"yggL"
3102133,3102852,"trmI"
3103013,3104065,"mutY"
3104093,3104368,"yggX"
3104433,3105512,"mltC"
3105714,3106970,"nupG"
3107020,3109155,"speC"
3109553,3110260,"yqgA"
3110366,3110441,"pheV"
3110590,3111126,"yghD"
3111128,3112090,"yghE"
3112093,3112941,"yghF"
3113067,3113477,"yghG"
3113543,3114352,"pppA"
3114550,3119112,"sslE"
3119597,3121279,"glcA"
3121634,3123805,"glcB"
3123827,3124231,"glcG"
3124236,3125459,"glcF"
3125470,3126522,"glcE"
3126522,3128021,"glcD"
3128272,3129036,"glcC"
3129043,3130143,"yghO"
3131341,3132408,"yghQ"
3132454,3133212,"yghR"
3133244,3133957,"yghS"
3134131,3134823,"yghT"
3134872,3136371,"pitB"
3136663,3138522,"gss"
3138727,3139593,"yghU"
3139716,3139964,"hybG"
3139977,3140318,"hybF"
3140311,3140799,"hybE"
3140792,3141286,"hybD"
3141286,3142989,"hybC"
3142986,3144164,"hybB"
3144154,3145140,"hybA"
3145143,3146261,"hybO"
3146450,3146737,"yghW"
3146856,3147691,"yghX"
3147897,3148937,"gpr"
3148977,3149471,"yqhA"
3149662,3150546,"yghA"
3150818,3151243,"exbD"
3151250,3151984,"exbB"
3152236,3153423,"metC"
3153563,3154222,"yghB"
3154262,3155218,"yqhC"
3155355,3156518,"yqhD"
3156623,3157450,"dkgA"
3157650,3158576,"yqhG"
3158627,3158884,"yqhH"
3158927,3161146,"ygiQ"
3161257,3162669,"ftsP"
3162744,3163481,"plsC"
3163715,3165973,"parC"
3166111,3167718,"ygiS"
3167851,3168246,"mqsA"
3168248,3168544,"mqsR"
3168749,3169231,"ygiV"
3169284,3169676,"ygiW"
3169828,3170487,"qseB"
3170484,3171833,"qseC"
3171879,3172211,"ygiZ"
3172530,3173111,"mdaB"
3173142,3173456,"ygiN"
3173504,3175396,"parE"
3175425,3176006,"yqiA"
